score	host	path	basename	extension	known_basename	captures	earliest	latest	mimes	lengths	digests	urls
7	www.theroomz.yoyo.pl	/scr/ban.gif	ban.gif	.gif	False	1	20121102214727	20121102214727	image/gif	437	K6MPP3YT2Z4JM3THYFUQ6JEJAJWHQ2EU	http://www.theroomz.yoyo.pl/scr/ban.gif
7	www.theroomz.yoyo.pl	/scr/devilav.jpg	devilav.jpg	.jpg	False	1	20121021174044	20121021174044	image/jpeg	13229	TLNNG3VLKNCTC46TLKELQ6BRQJA5ENNN	http://www.theroomz.yoyo.pl/scr/devilav.jpg
7	www.theroomz.yoyo.pl	/tricon.ico	tricon.ico	.ico	False	1	20110930161030	20110930161030	image/x-icon	520	ISTPKOTSFVHJIRQBKJMMCGL5YR2WJFAG	http://www.theroomz.yoyo.pl/tricon.ico
7	www.theroomz.yoyo.pl:80	/logo.jpg	logo.jpg	.jpg	False	1	20070325124032	20070325124032	image/jpeg	29587	YRQ6CIBC36MTPA2PJIRVAFIEG2VUGBF3	http://www.theroomz.yoyo.pl:80/logo.jpg
7	www.theroomz.yoyo.pl:80	/scr/scr01.jpg	scr01.jpg	.jpg	False	1	20070326021828	20070326021828	image/jpeg	73185	7IDQP7DHIIRILBFSXHPSDUKHTBSRIM7M	http://www.theroomz.yoyo.pl:80/scr/scr01.jpg
7	www.theroomz.yoyo.pl:80	/scr/scr02.jpg	scr02.jpg	.jpg	False	1	20070326021907	20070326021907	image/jpeg	69353	NR2NKF5WULMQLPB4LWO2LM6V5NZIAKFR	http://www.theroomz.yoyo.pl:80/scr/scr02.jpg
6	dreamwardgames.com	/theroomz//robots.txt	robots.txt	.txt	False	1	20141225011300	20141225011300	text/plain	423	LJ2MPFJKRHPSGJXIZNTYXNPFR5BH5SPK	http://dreamwardgames.com/theroomz//robots.txt
6	dreamwardgames.com	/theroomzproject/css/font/IstokWeb-Regular-webfont.woff	IstokWeb-Regular-webfont.woff	.woff	False	1	20160924233329	20160924233329	application/octet-stream	19959	XWETAFD3TG6BNESPKOBIF76FYDIQ3URO	http://dreamwardgames.com/theroomzproject/css/font/IstokWeb-Regular-webfont.woff
5	dreamward.home.pl:80	/theroomz/	theroomz		False	1	20120311022316	20120311022316	text/html	1731	2L5TDBFTDYGOIGQVHE4OWFHANGONVO5A	http://dreamward.home.pl:80/theroomz/
5	dreamwardgames.com	/theroomz/	theroomz		False	1	20141225020606	20141225020606	text/html	1954	QH7VYIGIBU2YTJFOX3HK67V7NG4BRPBK	http://dreamwardgames.com/theroomz/
5	dreamwardgames.com	/theroomzproject/	theroomzproject		False	2	20150125012615	20160116043055	text/html	2710;2715	CFUXDKECENG2O4GS3HUCMY73GWYF5MJQ;DLW7TZ73ZRR5Z7GYP2A5WGPQUDMRSLDK	http://dreamwardgames.com/theroomzproject/
5	dreamwardgames.com:80	/theroomz	theroomz		False	1	20180609201032	20180609201032	text/html	393	QYRLQUJQJR54DATDSH2A64HPRNEVIHTN	http://dreamwardgames.com:80/theroomz
5	dreamwardgames.com:80	/theroomzproject/	theroomzproject		False	1	20130318114423	20130318114423	text/html	2574	QRKZW34WHSETZBQOWMVHIUQYF557ZJ3C	http://dreamwardgames.com:80/theroomzproject/
5	www.theroomz.yoyo.pl	/danger/	danger		False	2	20160504022936	20210322112841	text/html	10791;7860	VHGGYLQEMAGWEVB62GKZOYOTEXKMW6JR;WNK26OR4A7R5UJLMET35FZP3RZMTBMF3	http://www.theroomz.yoyo.pl/danger/
4	dreamwardgames.com	/theroomz/AC_RunActiveContent.js	AC_RunActiveContent.js	.js	False	1	20150125012211	20150125012211	application/javascript	2778	3QC5VVBUY3UAWGWDWDCPK5MZC6VAPDOI	http://dreamwardgames.com/theroomz/AC_RunActiveContent.js
4	dreamwardgames.com	/theroomzproject/css/layout.css	layout.css	.css	False	1	20160924233327	20160924233327	text/css	612	SRGD7LER4RWXTBQLK3DMUBBMP6RYA2Z5	http://dreamwardgames.com/theroomzproject/css/layout.css
4	dreamwardgames.com	/theroomzproject/css/reset.css	reset.css	.css	False	1	20160924233326	20160924233326	text/css	887	36CWPRREKWS3D4QAFEEFMJKM7DXK5UGE	http://dreamwardgames.com/theroomzproject/css/reset.css
4	dreamwardgames.com	/theroomzproject/css/style.css	style.css	.css	False	1	20160924233326	20160924233326	text/css	3264	LONRHLUJRFTCWS6SV63PZFOERKC5BPYE	http://dreamwardgames.com/theroomzproject/css/style.css
4	dreamwardgames.com	/theroomzproject/js/cufon-replace.js	cufon-replace.js	.js	False	1	20160924233327	20160924233327	application/javascript	533	CJJ62KNYFF22WCCQ77QIJHFCIFRD6KA7	http://dreamwardgames.com/theroomzproject/js/cufon-replace.js
4	dreamwardgames.com	/theroomzproject/js/cufon-yui.js	cufon-yui.js	.js	False	1	20160924233327	20160924233327	application/javascript	7885	RSN2R4KC3ZHDO2NJYFCE25FZJVNKQFP7	http://dreamwardgames.com/theroomzproject/js/cufon-yui.js
4	dreamwardgames.com	/theroomzproject/js/FF-cash.js	FF-cash.js	.js	False	1	20160924233328	20160924233328	application/javascript	563	RTG7EOGXZE2E2HUCNN657SM37H6WL7ZJ	http://dreamwardgames.com/theroomzproject/js/FF-cash.js
4	dreamwardgames.com	/theroomzproject/js/jquery-1.6.3.min.js	jquery-1.6.3.min.js	.js	False	1	20160924233327	20160924233327	application/javascript	32536	BT3C2HOQYSB3II7V37LFL5RNAPWSM2HW	http://dreamwardgames.com/theroomzproject/js/jquery-1.6.3.min.js
4	dreamwardgames.com	/theroomzproject/js/jquery.easing.1.3.js	jquery.easing.1.3.js	.js	False	1	20170324104850	20170324104850	application/javascript	2377	QLSA2BQLYJU2NXPCBQ4ZBSS2J7VGZJ2U	http://dreamwardgames.com/theroomzproject/js/jquery.easing.1.3.js
4	dreamwardgames.com	/theroomzproject/js/NewsGoth_400.font.js	NewsGoth_400.font.js	.js	False	1	20160924233328	20160924233328	application/javascript	15029	GI4NWRUHDOG3ICX7NGKGPDB7R5IP32R2	http://dreamwardgames.com/theroomzproject/js/NewsGoth_400.font.js
4	dreamwardgames.com	/theroomzproject/js/NewsGoth_700.font.js	NewsGoth_700.font.js	.js	False	1	20160924233327	20160924233327	application/javascript	14912	Z7UETFCEZ25D44CIG4OE54PYE22DIFWV	http://dreamwardgames.com/theroomzproject/js/NewsGoth_700.font.js
4	dreamwardgames.com	/theroomzproject/js/tms-0.3.js	tms-0.3.js	.js	False	1	20170324104850	20170324104850	application/javascript	3569	NF45SAKWHH265DA5NKU46DKZ2XQWRB42	http://dreamwardgames.com/theroomzproject/js/tms-0.3.js
4	dreamwardgames.com	/theroomzproject/js/tms_presets.js	tms_presets.js	.js	False	1	20170324104850	20170324104850	application/javascript	2784	STI6XAGJ2GYLMZXQFGNN673P5BAZ5NUF	http://dreamwardgames.com/theroomzproject/js/tms_presets.js
4	dreamwardgames.com	/theroomzproject/js/Vegur_300.font.js	Vegur_300.font.js	.js	False	1	20160924233328	20160924233328	application/javascript	6038	XCCLONDP5WLZK6P4ODCG7QBU6CT257C5	http://dreamwardgames.com/theroomzproject/js/Vegur_300.font.js
4	dreamwardgames.com	/theroomzproject/support.html	support.html	.html	False	1	20150221120507	20150221120507	text/html	4026	TSEK55GCR7YHT73EEIT7V4YLLYURCKEC	http://dreamwardgames.com/theroomzproject/support.html
4	dreamwardgames.com:80	/theroomzproject/about.html	about.html	.html	False	1	20160822052703	20160822052703	text/html	2804	IMA5ZJDVQTUZ45KR5CRRL3LPBB3HRRTJ	http://dreamwardgames.com:80/theroomzproject/about.html
4	dreamwardgames.com:80	/theroomzproject/index.html	index.html	.html	False	2	20160822053105	20180427154459	text/html	1467;2564	DLW7TZ73ZRR5Z7GYP2A5WGPQUDMRSLDK;V4Y4NV427XGOC236HK52RAVEA4M6V6RQ	http://dreamwardgames.com:80/theroomzproject/index.html
4	dreamwardgames.com:80	/theroomzproject/support.html	support.html	.html	False	2	20160527225617	20170505173550	text/html	2055;3885	U3G46V3L6HXEBX6H7PH73J7XPHKBZV5K;WFXKJ3L5A76XQSIQXLW4WFK67DV6IUYC	http://dreamwardgames.com:80/theroomzproject/support.html
4	www.theroomz.yoyo.pl	/danger/map.htm/	map.htm	.htm	False	2	20160502013935	20210321135554	text/html	10930;7894	BDVLY2BLY47B4FTIAMJIKCXTRX4KB552;Z3UOC3N5QGLPM7OCY5P2VEPDUP3MPQC3	http://www.theroomz.yoyo.pl/danger/map.htm/
4	www.theroomz.yoyo.pl	/roomz.htm	roomz.htm	.htm	False	5	20121106220606	20220523160347	text/html	2085;7468;7505;7510;7638	HNYHTN4QV3RR6SCNTY3THUIGUZJ2QECI;NV5UJSRLGDW777CRDQ4VPYPGIDHCOL7V;TIW2EGIO7J7Z2Y6YDRBTHOA6I5OUWQEZ;TOCIWHS7L4OZPQPAU4FKMVT6KGJ766MY;YELCW5242KWUIAO5DHTU4JPUZAEX6AZV	http://www.theroomz.yoyo.pl/roomz.htm
4	www.theroomz.yoyo.pl	/RRR.swf	RRR.swf	.swf	True	1	20121102214347	20121102214347	application/x-shockwave-flash	17444	JAKUUTRY5DMTNLJA7RLEFZHZRARZKO2O	http://www.theroomz.yoyo.pl/RRR.swf
4	www.theroomz.yoyo.pl	/UnderTR.swf	UnderTR.swf	.swf	True	1	20110930161017	20110930161017	application/x-shockwave-flash	23840	UMT7FREVACVXI7I2KTXMIHSEOJNTOEM5	http://www.theroomz.yoyo.pl/UnderTR.swf
4	www.theroomz.yoyo.pl:80	/roomz.htm	roomz.htm	.htm	False	12	20070212145101	20080214234114	text/html	1062;1090;1336;1338;1394;1413;1424;1426;1429;1430;810;865	2UWNXQVWTV6QZKC2ENZ7BZGUUJIF4GWL;4VSTIWOJMCHYTKCQ3FJRRX4UPIA35MT5;5252U5DYUSMWYAB6LHJBU6IP4567CR55;D4UCBXO6LBZSP2I4U2YIGRBFQNHFDI6C;DVD4HGER6R4IRNZBS46ZF3BWLV7GGR2W;I74MZ3QU6KJTVZ3KIVFKIN2AMOKG43W6;ICIZ2FBIMC5MJSOC43Q2TI3GSP675JU4;QVO4YTRWPSDAJJRREHTWGHY6HGK6FWXA;UJA3I56AIFZGKU6NM5IPHTUJBMVZLXST;VTYHGW2MC3CBOJXERXLBCXQNH3GOCAOU;XISP6XT6KTTQIKM3MREAHVJDX237L4Q2;XZADWJL7R6D4JHM7DXRKL22BEPSR6VRW	http://www.theroomz.yoyo.pl:80/roomz.htm
2	theroomz.org	/favicon.ico	favicon.ico	.ico	False	2	20110906021951	20141224191420	text/html	680;831	H5DBEUL4JEL5GNRC47ANIEI4AISMLFS5;YZAP7KILCWXPZ77DYC3JEHKQSBHEIJVE	http://theroomz.org/favicon.ico
2	theroomz.org	/robots.txt	robots.txt	.txt	False	1	20110527111721	20110527111721	text/html	661	O364C3IKZ2GLI5WK2INXJGUDBZQAVJ4R	http://theroomz.org/robots.txt
2	theroomz.yoyo.pl	/robots.txt	robots.txt	.txt	False	2	20160610035115	20170424215126	text/plain	601;655	GLPNKUT3RQW2JMVMV3PXCJCN5P5ERYVD;STH5KOXNYDR53KZWX743FWGFSQYWDC6L	http://theroomz.yoyo.pl/robots.txt
2	www.theroomz.org	/robots.txt	robots.txt	.txt	False	2	20120213195323	20121229102153	text/html	511;514	QVUUMSAB5K2QIZY5HFGGWVULZIFA5TFO;Z7RYBCQYG22RIQH5GB4NPNDGCSMTTEBW	http://www.theroomz.org/robots.txt
2	www.theroomz.org:80	/robots.txt	robots.txt	.txt	False	2	20070622002441	20071028072751	text/html	709;715	GPXEW2IRUAZQQR4SZOJ25WBIZ747JW7R;MVRGGNWDKGIZDA2MSKUHKJK53LMPMKP2	http://www.theroomz.org:80/robots.txt
2	www.theroomz.yoyo.pl	/robots.txt	robots.txt	.txt	False	2	20130206164127	20130415095754	text/html;text/plain	290;421	HYHIOZWMZCDBGJ3A2TSR72EMFR7G45PS;LKRDW4EUVFXEDPE2JGPM53L567EMHB5N	http://www.theroomz.yoyo.pl/robots.txt
2	www.theroomz.yoyo.pl	/yoyo.pnq	yoyo.pnq	.pnq	False	2	20070920121441	20070920121513	text/plain	306	AZ7PPV62RYQJW6MYCROMBLSNFMIXAF6R;CSQ4BSMKRVKR27KJZZA2PPFN4RGO6R34	http://www.theroomz.yoyo.pl/yoyo.pnq
2	www.theroomz.yoyo.pl:80	/robots.txt	robots.txt	.txt	False	2	20070703063940	20070817060529	text/plain	316;326	HYHIOZWMZCDBGJ3A2TSR72EMFR7G45PS;NWON2VYIZZUHVQLCZGIN4HR3JJGOCI46	http://www.theroomz.yoyo.pl:80/robots.txt
2	www.theroomz.yoyo.pl:80	/yoyo.pnq	yoyo.pnq	.pnq	False	1	20071018092116	20071018092116	text/plain	298	3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ	http://www.theroomz.yoyo.pl:80/yoyo.pnq
1	www.theroomz.yoyo.pl:80	/donate/	donate		False	8	20090831150516	20130605185033	text/html	4198;4203;4477;4478;4482;4679;4701;4702	7QRD6F5DREYQHZQZOYPZEUQT6CQURK3G;FWUOOJ67CBTVRLJRPPCDCYLFIYGDPK7D;GNEDZ6PLBSWYS43OK6NIJT23ZECC4562;ICPHHRIJG3OKILAJ2J2HQGA3UCXK66DE;KLB5K4I2S3QJXB2DRHF5TNPHSIA5RQYL;RL56RPDM2ZC3SQNHNJ6DQUHJDMA2DQR6;VS55IAFPKHC6PXLNMRFGRD3EJYDB4IIB;YQ3ULIHCEL6E7BGLHYKGKN2LKWP6T5DE	http://www.theroomz.yoyo.pl:80/donate/
1	www.theroomz.yoyo.pl:80	/paper/	paper		False	1	20071121144203	20071121144203	text/html	1026	H66M5OTNFF26LSQYOCCAZ6V3FNMSP4ET	http://www.theroomz.yoyo.pl:80/paper/
1	www.theroomz.yoyo.pl:80	/this/	this		False	1	20071128034207	20071128034207	text/html	450	DHJ4MH7WUCZEHO2QXT6LE5RW644TVFY4	http://www.theroomz.yoyo.pl:80/this/
0	theroomz.org	/	/		False	1	20131206053735	20131206053735	text/html	672	WPTUASIQ73V3NU7W4PHCFSFSKRCXK46W	http://theroomz.org/
0	theroomz.org:80	/	/		False	2	20080701104130	20120311052212	text/html	528;678	2GHWURYUAQS57PNYXHBWTFMJ4U6LHZYE;E5TACTNIJ7ML556CE5DOCPZAY36LLGNK	http://theroomz.org:80/
0	theroomz.yoyo.pl	/	/		False	6	20160504022934	20260202043320	text/html	10822;12120;2083;7858;8933;9679	2BIAYAUNWVUZ73H4YSJBTGGU6UF3SN6Z;6HHQOUSNKU56AM5CYMKQ2BZNWORXDEN4;A4LXWWSUSEVZRCQY7NLZP5WMID5R5YVL;A65H6Q7NRCGAG6W6PDJWV6E7GRH4HBWF;SUNCKDJOW645PTOYH7XETJBLWNF6FQTV;WXJPDNFSE72XZ7QQZN52UKDZF7BHXRYA	http://theroomz.yoyo.pl/
0	theroomz.yoyo.pl:80	/hof.htm	hof.htm	.htm	False	1	20130305022814	20130305022814	text/html	394	NLRA6B4NGCM7XCJMC7NEPWQGH3EDBIWD	http://theroomz.yoyo.pl:80/hof.htm
0	www.theroomz.org:80	/	/		False	2	20070622002441	20071028072751	text/html	696;707	CCPUGUL6USUOEW6FXTQP3WO5RR5IGELJ;GPXEW2IRUAZQQR4SZOJ25WBIZ747JW7R	http://www.theroomz.org:80/
0	www.theroomz.yoyo.pl	/	/		False	8	20110930160954	20260202004233	text/html	10285;2078;2602;2820;2825;2870;2875;7618	7JNWCMZPAFXCDNVU5VH7PLRKSJDGSKYL;7KOUAFWQTH7FYJTQCDCKHDVLRCCG36MR;A3HSUMY3JY6623ZA23VXUHGI56EXEYIZ;JIH4BEMSWUPTRCHMLISS47K3EUA7XVIJ;QST5NJPARRGGAA6UPA56LB4OKPD2MOWL;SQGHKFJ55PPMZRNCUCARQ6NJV6PVVFX6;X6GBS54JNIAQJ7QZVMCTVBOFUB6QEG5O;XKFZYRDZ6M5O5RJI2SRLTBXNOVM3YWIB	http://www.theroomz.yoyo.pl/
0	www.theroomz.yoyo.pl	/AC_RunActiveContent.js	AC_RunActiveContent.js	.js	False	1	20110930161037	20110930161037	application/x-javascript	2803	OUZ5LFEXKVOTUNOH6DQSKMCPAAGQAOO3	http://www.theroomz.yoyo.pl/AC_RunActiveContent.js
0	www.theroomz.yoyo.pl	/rrr.htm	rrr.htm	.htm	False	1	20121102214345	20121102214345	text/html	2326	JVI5UDWYA36DDWQHOWLXSHVEBGW7JNTX	http://www.theroomz.yoyo.pl/rrr.htm
