source	line	text
research/dreamward-forum-pages/20130924082948_302a28dbf3f2_viewforum.php.html	255	The Roomz
research/dreamward-forum-pages/20130924082948_302a28dbf3f2_viewforum.php.html	257	The Roomz: Eclipse
research/dreamward-forum-pages/20130924083013_b575f709e181_viewforum.php.html	246	The Roomz
research/dreamward-forum-pages/20130924083013_b575f709e181_viewforum.php.html	248	The Roomz: Eclipse
research/dreamward-forum-pages/20130924083146_3cc32127bbf1_faq.php.html	226	Why can’t I add attachments?
research/dreamward-forum-pages/20130924083146_3cc32127bbf1_faq.php.html	324	Attachments
research/dreamward-forum-pages/20130924083146_3cc32127bbf1_faq.php.html	326	What attachments are allowed on this board?
research/dreamward-forum-pages/20130924083146_3cc32127bbf1_faq.php.html	328	How do I find all my attachments?
research/dreamward-forum-pages/20130924083146_3cc32127bbf1_faq.php.html	627	To add a signature to a post you must first create one via your User Control Panel. Once created, you can check the Attach a signature box on the posting form to add your signature. You can also add a signature by default to all your posts by checking the appropriate radio button in your profile. If you do so, you can still prevent a signature being added to individual posts by un-checking the add signature box within the posting form.
research/dreamward-forum-pages/20130924083146_3cc32127bbf1_faq.php.html	691	» Why can’t I add attachments?
research/dreamward-forum-pages/20130924083146_3cc32127bbf1_faq.php.html	692	Attachment permissions are granted on a per forum, per group, or per user basis. The board administrator may not have allowed attachments to be added for the specific forum you are posting in, or perhaps only certain groups can post attachments. Contact the board administrator if you are unsure about why you are unable to add attachments.
research/dreamward-forum-pages/20130924083146_3cc32127bbf1_faq.php.html	818	Yes, images can be shown in your posts. If the administrator has allowed attachments, you may be able to upload the image to the board. Otherwise, you must link to an image stored on a publicly accessible web server, e.g. http://www.example.com/my-picture.gif. You cannot link to pictures stored on your own PC (unless it is a publicly accessible server) nor images stored behind authentication mechanisms, e.g. hotmail or yahoo mailboxes, password protected sites, etc. To display the image use the BBCode [img] tag.
research/dreamward-forum-pages/20130924083146_3cc32127bbf1_faq.php.html	1215	Attachments
research/dreamward-forum-pages/20130924083146_3cc32127bbf1_faq.php.html	1222	» What attachments are allowed on this board?
research/dreamward-forum-pages/20130924083146_3cc32127bbf1_faq.php.html	1223	Each board administrator can allow or disallow certain attachment types. If you are unsure what is allowed to be uploaded, contact the board administrator for assistance.
research/dreamward-forum-pages/20130924083146_3cc32127bbf1_faq.php.html	1235	» How do I find all my attachments?
research/dreamward-forum-pages/20130924083146_3cc32127bbf1_faq.php.html	1236	To find your list of attachments that you have uploaded, go to your User Control Panel and follow the links to the attachments section.
research/dreamward-forum-pages/20130924083146_3cc32127bbf1_faq.php.html	1334	The Roomz
research/dreamward-forum-pages/20130924083146_3cc32127bbf1_faq.php.html	1336	The Roomz: Eclipse
research/dreamward-forum-pages/20130924083150_270a7fe98c3b_viewforum.php.html	266	The Roomz
research/dreamward-forum-pages/20130924083150_270a7fe98c3b_viewforum.php.html	268	The Roomz: Eclipse
research/dreamward-forum-pages/20130924083156_df4d39bf2097_viewforum.php.html	798	You can post new topics in this forum You can reply to topics in this forum You cannot edit your posts in this forum You cannot delete your posts in this forum You cannot post attachments in this forum
research/dreamward-forum-pages/20130924083156_df4d39bf2097_viewforum.php.html	832	The Roomz
research/dreamward-forum-pages/20130924083156_df4d39bf2097_viewforum.php.html	834	The Roomz: Eclipse
research/dreamward-forum-pages/20130924083201_d5cea3b2c10c_viewforum.php.html	798	You can post new topics in this forum You can reply to topics in this forum You cannot edit your posts in this forum You cannot delete your posts in this forum You cannot post attachments in this forum
research/dreamward-forum-pages/20130924083201_d5cea3b2c10c_viewforum.php.html	832	The Roomz
research/dreamward-forum-pages/20130924083201_d5cea3b2c10c_viewforum.php.html	834	The Roomz: Eclipse
research/dreamward-forum-pages/20130924083206_51729d0e8d3e_viewforum.php.html	279	You cannot post new topics in this forum You cannot reply to topics in this forum You cannot edit your posts in this forum You cannot delete your posts in this forum You cannot post attachments in this forum
research/dreamward-forum-pages/20130924083206_51729d0e8d3e_viewforum.php.html	313	The Roomz
research/dreamward-forum-pages/20130924083206_51729d0e8d3e_viewforum.php.html	315	The Roomz: Eclipse
research/dreamward-forum-pages/20130924083306_9d766ddabb11_viewforum.php.html	719	The Roomz
research/dreamward-forum-pages/20130924083306_9d766ddabb11_viewforum.php.html	731	The Roomz: Eclipse
research/dreamward-forum-pages/20130924083306_9d766ddabb11_viewforum.php.html	849	The Roomz
research/dreamward-forum-pages/20130924083306_9d766ddabb11_viewforum.php.html	851	The Roomz: Eclipse
research/dreamward-forum-pages/20130924083336_220779412898_viewforum.php.html	798	You can post new topics in this forum You can reply to topics in this forum You cannot edit your posts in this forum You cannot delete your posts in this forum You cannot post attachments in this forum
research/dreamward-forum-pages/20130924083336_220779412898_viewforum.php.html	832	The Roomz
research/dreamward-forum-pages/20130924083336_220779412898_viewforum.php.html	834	The Roomz: Eclipse
research/dreamward-forum-pages/20131023053016_4f9284f48909_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20131023053016_4f9284f48909_index.php.html	254	The Roomz
research/dreamward-forum-pages/20131023053016_4f9284f48909_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20131023060351_2e2a4a726a70_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20131023060351_2e2a4a726a70_index.php.html	254	The Roomz
research/dreamward-forum-pages/20131023060351_2e2a4a726a70_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20131024142514_71e23aa2fa9d_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20131024142514_71e23aa2fa9d_index.php.html	254	The Roomz
research/dreamward-forum-pages/20131024142514_71e23aa2fa9d_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20131025190410_e780de926ebd_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20131025190410_e780de926ebd_index.php.html	254	The Roomz
research/dreamward-forum-pages/20131025190410_e780de926ebd_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20131123163614_85eeb651cf40_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20131123163614_85eeb651cf40_index.php.html	254	The Roomz
research/dreamward-forum-pages/20131123163614_85eeb651cf40_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20131123165849_2b1fe2085e61_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20131123165849_2b1fe2085e61_index.php.html	254	The Roomz
research/dreamward-forum-pages/20131123165849_2b1fe2085e61_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20131124081453_ab4be5349c9e_faq.php.html	226	Why can’t I add attachments?
research/dreamward-forum-pages/20131124081453_ab4be5349c9e_faq.php.html	324	Attachments
research/dreamward-forum-pages/20131124081453_ab4be5349c9e_faq.php.html	326	What attachments are allowed on this board?
research/dreamward-forum-pages/20131124081453_ab4be5349c9e_faq.php.html	328	How do I find all my attachments?
research/dreamward-forum-pages/20131124081453_ab4be5349c9e_faq.php.html	627	To add a signature to a post you must first create one via your User Control Panel. Once created, you can check the Attach a signature box on the posting form to add your signature. You can also add a signature by default to all your posts by checking the appropriate radio button in your profile. If you do so, you can still prevent a signature being added to individual posts by un-checking the add signature box within the posting form.
research/dreamward-forum-pages/20131124081453_ab4be5349c9e_faq.php.html	691	» Why can’t I add attachments?
research/dreamward-forum-pages/20131124081453_ab4be5349c9e_faq.php.html	692	Attachment permissions are granted on a per forum, per group, or per user basis. The board administrator may not have allowed attachments to be added for the specific forum you are posting in, or perhaps only certain groups can post attachments. Contact the board administrator if you are unsure about why you are unable to add attachments.
research/dreamward-forum-pages/20131124081453_ab4be5349c9e_faq.php.html	818	Yes, images can be shown in your posts. If the administrator has allowed attachments, you may be able to upload the image to the board. Otherwise, you must link to an image stored on a publicly accessible web server, e.g. http://www.example.com/my-picture.gif. You cannot link to pictures stored on your own PC (unless it is a publicly accessible server) nor images stored behind authentication mechanisms, e.g. hotmail or yahoo mailboxes, password protected sites, etc. To display the image use the BBCode [img] tag.
research/dreamward-forum-pages/20131124081453_ab4be5349c9e_faq.php.html	1215	Attachments
research/dreamward-forum-pages/20131124081453_ab4be5349c9e_faq.php.html	1222	» What attachments are allowed on this board?
research/dreamward-forum-pages/20131124081453_ab4be5349c9e_faq.php.html	1223	Each board administrator can allow or disallow certain attachment types. If you are unsure what is allowed to be uploaded, contact the board administrator for assistance.
research/dreamward-forum-pages/20131124081453_ab4be5349c9e_faq.php.html	1235	» How do I find all my attachments?
research/dreamward-forum-pages/20131124081453_ab4be5349c9e_faq.php.html	1236	To find your list of attachments that you have uploaded, go to your User Control Panel and follow the links to the attachments section.
research/dreamward-forum-pages/20131124081453_ab4be5349c9e_faq.php.html	1334	The Roomz
research/dreamward-forum-pages/20131124081453_ab4be5349c9e_faq.php.html	1336	The Roomz: Eclipse
research/dreamward-forum-pages/20131124094932_02e026bad77b_viewforum.php.html	266	The Roomz
research/dreamward-forum-pages/20131124094932_02e026bad77b_viewforum.php.html	268	The Roomz: Eclipse
research/dreamward-forum-pages/20131124094938_a09c5a498557_viewforum.php.html	583	Yes www.axl-aparthotel-brussel.be/flash/vbags.asp
research/dreamward-forum-pages/20131124094938_a09c5a498557_viewforum.php.html	709	11686 www.axl-aparthotel-brussel.be/flash/vbags.as
research/dreamward-forum-pages/20131124094938_a09c5a498557_viewforum.php.html	798	You can post new topics in this forum You can reply to topics in this forum You cannot edit your posts in this forum You cannot delete your posts in this forum You cannot post attachments in this forum
research/dreamward-forum-pages/20131124094938_a09c5a498557_viewforum.php.html	832	The Roomz
research/dreamward-forum-pages/20131124094938_a09c5a498557_viewforum.php.html	834	The Roomz: Eclipse
research/dreamward-forum-pages/20131124094943_914f96fe64d6_viewforum.php.html	798	You can post new topics in this forum You can reply to topics in this forum You cannot edit your posts in this forum You cannot delete your posts in this forum You cannot post attachments in this forum
research/dreamward-forum-pages/20131124094943_914f96fe64d6_viewforum.php.html	832	The Roomz
research/dreamward-forum-pages/20131124094943_914f96fe64d6_viewforum.php.html	834	The Roomz: Eclipse
research/dreamward-forum-pages/20131124094948_806715ef1d82_viewforum.php.html	183	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20131124094948_806715ef1d82_viewforum.php.html	255	The Roomz
research/dreamward-forum-pages/20131124094948_806715ef1d82_viewforum.php.html	257	The Roomz: Eclipse
research/dreamward-forum-pages/20131124094953_f5d5bb69c707_viewforum.php.html	279	You cannot post new topics in this forum You cannot reply to topics in this forum You cannot edit your posts in this forum You cannot delete your posts in this forum You cannot post attachments in this forum
research/dreamward-forum-pages/20131124094953_f5d5bb69c707_viewforum.php.html	313	The Roomz
research/dreamward-forum-pages/20131124094953_f5d5bb69c707_viewforum.php.html	315	The Roomz: Eclipse
research/dreamward-forum-pages/20131124095014_bce8bf199cfb_viewforum.php.html	719	The Roomz
research/dreamward-forum-pages/20131124095014_bce8bf199cfb_viewforum.php.html	731	The Roomz: Eclipse
research/dreamward-forum-pages/20131124095014_bce8bf199cfb_viewforum.php.html	849	The Roomz
research/dreamward-forum-pages/20131124095014_bce8bf199cfb_viewforum.php.html	851	The Roomz: Eclipse
research/dreamward-forum-pages/20131124095018_b910312573ad_viewforum.php.html	246	The Roomz
research/dreamward-forum-pages/20131124095018_b910312573ad_viewforum.php.html	248	The Roomz: Eclipse
research/dreamward-forum-pages/20131124095032_60a4f21726aa_viewforum.php.html	798	You can post new topics in this forum You can reply to topics in this forum You cannot edit your posts in this forum You cannot delete your posts in this forum You cannot post attachments in this forum
research/dreamward-forum-pages/20131124095032_60a4f21726aa_viewforum.php.html	832	The Roomz
research/dreamward-forum-pages/20131124095032_60a4f21726aa_viewforum.php.html	834	The Roomz: Eclipse
research/dreamward-forum-pages/20131125163214_2e7f7e711f87_viewforum.php.html	183	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20131125163214_2e7f7e711f87_viewforum.php.html	255	The Roomz
research/dreamward-forum-pages/20131125163214_2e7f7e711f87_viewforum.php.html	257	The Roomz: Eclipse
research/dreamward-forum-pages/20131125163220_58fcef9fe7dc_viewforum.php.html	719	The Roomz
research/dreamward-forum-pages/20131125163220_58fcef9fe7dc_viewforum.php.html	731	The Roomz: Eclipse
research/dreamward-forum-pages/20131125163220_58fcef9fe7dc_viewforum.php.html	849	The Roomz
research/dreamward-forum-pages/20131125163220_58fcef9fe7dc_viewforum.php.html	851	The Roomz: Eclipse
research/dreamward-forum-pages/20131125163856_8fe8a87b4f29_viewforum.php.html	266	The Roomz
research/dreamward-forum-pages/20131125163856_8fe8a87b4f29_viewforum.php.html	268	The Roomz: Eclipse
research/dreamward-forum-pages/20131125164112_6732f262397e_viewforum.php.html	625	Yes www.axl-aparthotel-brussel.be/flash/vbags.asp
research/dreamward-forum-pages/20131125164112_6732f262397e_viewforum.php.html	798	You can post new topics in this forum You can reply to topics in this forum You cannot edit your posts in this forum You cannot delete your posts in this forum You cannot post attachments in this forum
research/dreamward-forum-pages/20131125164112_6732f262397e_viewforum.php.html	832	The Roomz
research/dreamward-forum-pages/20131125164112_6732f262397e_viewforum.php.html	834	The Roomz: Eclipse
research/dreamward-forum-pages/20131125164117_601ce6bf6d76_viewforum.php.html	279	You cannot post new topics in this forum You cannot reply to topics in this forum You cannot edit your posts in this forum You cannot delete your posts in this forum You cannot post attachments in this forum
research/dreamward-forum-pages/20131125164117_601ce6bf6d76_viewforum.php.html	313	The Roomz
research/dreamward-forum-pages/20131125164117_601ce6bf6d76_viewforum.php.html	315	The Roomz: Eclipse
research/dreamward-forum-pages/20131125164310_531dc7c870ad_viewforum.php.html	246	The Roomz
research/dreamward-forum-pages/20131125164310_531dc7c870ad_viewforum.php.html	248	The Roomz: Eclipse
research/dreamward-forum-pages/20131125164347_7a2a978bfb9a_viewforum.php.html	798	You can post new topics in this forum You can reply to topics in this forum You cannot edit your posts in this forum You cannot delete your posts in this forum You cannot post attachments in this forum
research/dreamward-forum-pages/20131125164347_7a2a978bfb9a_viewforum.php.html	832	The Roomz
research/dreamward-forum-pages/20131125164347_7a2a978bfb9a_viewforum.php.html	834	The Roomz: Eclipse
research/dreamward-forum-pages/20131125174354_ab39905d6275_viewforum.php.html	798	You can post new topics in this forum You can reply to topics in this forum You cannot edit your posts in this forum You cannot delete your posts in this forum You cannot post attachments in this forum
research/dreamward-forum-pages/20131125174354_ab39905d6275_viewforum.php.html	832	The Roomz
research/dreamward-forum-pages/20131125174354_ab39905d6275_viewforum.php.html	834	The Roomz: Eclipse
research/dreamward-forum-pages/20131126155339_de8c293f614b_faq.php.html	226	Why can’t I add attachments?
research/dreamward-forum-pages/20131126155339_de8c293f614b_faq.php.html	324	Attachments
research/dreamward-forum-pages/20131126155339_de8c293f614b_faq.php.html	326	What attachments are allowed on this board?
research/dreamward-forum-pages/20131126155339_de8c293f614b_faq.php.html	328	How do I find all my attachments?
research/dreamward-forum-pages/20131126155339_de8c293f614b_faq.php.html	627	To add a signature to a post you must first create one via your User Control Panel. Once created, you can check the Attach a signature box on the posting form to add your signature. You can also add a signature by default to all your posts by checking the appropriate radio button in your profile. If you do so, you can still prevent a signature being added to individual posts by un-checking the add signature box within the posting form.
research/dreamward-forum-pages/20131126155339_de8c293f614b_faq.php.html	691	» Why can’t I add attachments?
research/dreamward-forum-pages/20131126155339_de8c293f614b_faq.php.html	692	Attachment permissions are granted on a per forum, per group, or per user basis. The board administrator may not have allowed attachments to be added for the specific forum you are posting in, or perhaps only certain groups can post attachments. Contact the board administrator if you are unsure about why you are unable to add attachments.
research/dreamward-forum-pages/20131126155339_de8c293f614b_faq.php.html	818	Yes, images can be shown in your posts. If the administrator has allowed attachments, you may be able to upload the image to the board. Otherwise, you must link to an image stored on a publicly accessible web server, e.g. http://www.example.com/my-picture.gif. You cannot link to pictures stored on your own PC (unless it is a publicly accessible server) nor images stored behind authentication mechanisms, e.g. hotmail or yahoo mailboxes, password protected sites, etc. To display the image use the BBCode [img] tag.
research/dreamward-forum-pages/20131126155339_de8c293f614b_faq.php.html	1215	Attachments
research/dreamward-forum-pages/20131126155339_de8c293f614b_faq.php.html	1222	» What attachments are allowed on this board?
research/dreamward-forum-pages/20131126155339_de8c293f614b_faq.php.html	1223	Each board administrator can allow or disallow certain attachment types. If you are unsure what is allowed to be uploaded, contact the board administrator for assistance.
research/dreamward-forum-pages/20131126155339_de8c293f614b_faq.php.html	1235	» How do I find all my attachments?
research/dreamward-forum-pages/20131126155339_de8c293f614b_faq.php.html	1236	To find your list of attachments that you have uploaded, go to your User Control Panel and follow the links to the attachments section.
research/dreamward-forum-pages/20131126155339_de8c293f614b_faq.php.html	1334	The Roomz
research/dreamward-forum-pages/20131126155339_de8c293f614b_faq.php.html	1336	The Roomz: Eclipse
research/dreamward-forum-pages/20131127192922_9e701f7b15d9_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20131127192922_9e701f7b15d9_index.php.html	254	The Roomz
research/dreamward-forum-pages/20131127192922_9e701f7b15d9_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20131205221601_45ca5fd2d1f4_forum.html	194	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20131205221601_45ca5fd2d1f4_forum.html	260	The Roomz
research/dreamward-forum-pages/20131205221601_45ca5fd2d1f4_forum.html	272	The Roomz: Eclipse
research/dreamward-forum-pages/20131220230901_45d1cb30a7ce_forum.html	194	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20131220230901_45d1cb30a7ce_forum.html	260	The Roomz
research/dreamward-forum-pages/20131220230901_45d1cb30a7ce_forum.html	272	The Roomz: Eclipse
research/dreamward-forum-pages/20131226193224_929ab95909e3_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20131226193224_929ab95909e3_index.php.html	254	The Roomz
research/dreamward-forum-pages/20131226193224_929ab95909e3_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20131227003253_4d13718c1f1f_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20131227003253_4d13718c1f1f_index.php.html	254	The Roomz
research/dreamward-forum-pages/20131227003253_4d13718c1f1f_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20131230151829_f96ccba6693e_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20131230151829_f96ccba6693e_index.php.html	254	The Roomz
research/dreamward-forum-pages/20131230151829_f96ccba6693e_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20140101030900_b6e5b62d7e7a_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20140101030900_b6e5b62d7e7a_index.php.html	254	The Roomz
research/dreamward-forum-pages/20140101030900_b6e5b62d7e7a_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20140127113658_db268c5547b9_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20140127113658_db268c5547b9_index.php.html	254	The Roomz
research/dreamward-forum-pages/20140127113658_db268c5547b9_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20140128172848_90db4b107f25_faq.php.html	226	Why can’t I add attachments?
research/dreamward-forum-pages/20140128172848_90db4b107f25_faq.php.html	324	Attachments
research/dreamward-forum-pages/20140128172848_90db4b107f25_faq.php.html	326	What attachments are allowed on this board?
research/dreamward-forum-pages/20140128172848_90db4b107f25_faq.php.html	328	How do I find all my attachments?
research/dreamward-forum-pages/20140128172848_90db4b107f25_faq.php.html	627	To add a signature to a post you must first create one via your User Control Panel. Once created, you can check the Attach a signature box on the posting form to add your signature. You can also add a signature by default to all your posts by checking the appropriate radio button in your profile. If you do so, you can still prevent a signature being added to individual posts by un-checking the add signature box within the posting form.
research/dreamward-forum-pages/20140128172848_90db4b107f25_faq.php.html	691	» Why can’t I add attachments?
research/dreamward-forum-pages/20140128172848_90db4b107f25_faq.php.html	692	Attachment permissions are granted on a per forum, per group, or per user basis. The board administrator may not have allowed attachments to be added for the specific forum you are posting in, or perhaps only certain groups can post attachments. Contact the board administrator if you are unsure about why you are unable to add attachments.
research/dreamward-forum-pages/20140128172848_90db4b107f25_faq.php.html	818	Yes, images can be shown in your posts. If the administrator has allowed attachments, you may be able to upload the image to the board. Otherwise, you must link to an image stored on a publicly accessible web server, e.g. http://www.example.com/my-picture.gif. You cannot link to pictures stored on your own PC (unless it is a publicly accessible server) nor images stored behind authentication mechanisms, e.g. hotmail or yahoo mailboxes, password protected sites, etc. To display the image use the BBCode [img] tag.
research/dreamward-forum-pages/20140128172848_90db4b107f25_faq.php.html	1215	Attachments
research/dreamward-forum-pages/20140128172848_90db4b107f25_faq.php.html	1222	» What attachments are allowed on this board?
research/dreamward-forum-pages/20140128172848_90db4b107f25_faq.php.html	1223	Each board administrator can allow or disallow certain attachment types. If you are unsure what is allowed to be uploaded, contact the board administrator for assistance.
